scope	kind	mtime_local	source_path	package_path
进组相关存量材料	进组交付材料	2026-08-13 06:42:17.886256800 -0700	/mnt/d/MyResearch/MAS_Safety_Project/research/map/proposals/OE1_send_kit.md	01_进组总计划_OE1_材料交付/进组交付材料/OE1_send_kit.md
进组相关存量材料	进组交付材料	2026-08-13 06:41:56.475445900 -0700	/mnt/d/MyResearch/MAS_Safety_Project/research/map/proposals/T2_conformance_formal_guarantee.md	01_进组总计划_OE1_材料交付/进组交付材料/T2_conformance_formal_guarantee.md
进组相关存量材料	进组交付材料	2026-08-13 06:38:49.624774500 -0700	/mnt/d/MyResearch/MAS_Safety_Project/research/map/proposals/T3_memory_integrity_valueflow.md	01_进组总计划_OE1_材料交付/进组交付材料/T3_memory_integrity_valueflow.md
进组相关存量材料	进组交付材料	2026-08-13 06:38:26.022825600 -0700	/mnt/d/MyResearch/MAS_Safety_Project/research/map/proposals/diagram/pipeline_lu.mmd	01_进组总计划_OE1_材料交付/进组交付材料/diagram/pipeline_lu.mmd
进组相关存量材料	进组交付材料	2026-08-13 06:36:41.961849900 -0700	/mnt/d/MyResearch/MAS_Safety_Project/research/map/proposals/render/render_onepager.sh	01_进组总计划_OE1_材料交付/进组交付材料/render/render_onepager.sh
进组相关存量材料	进组交付材料	2026-08-13 06:35:54.622883100 -0700	/mnt/d/MyResearch/MAS_Safety_Project/research/map/proposals/onepager_lu_variant.md	01_进组总计划_OE1_材料交付/进组交付材料/onepager_lu_variant.md
进组相关存量材料	进组交付材料	2026-08-13 06:34:27.220809100 -0700	/mnt/d/MyResearch/MAS_Safety_Project/research/map/proposals/render/onepager.css	01_进组总计划_OE1_材料交付/进组交付材料/render/onepager.css
进组相关存量材料	进组交付材料	2026-08-13 05:41:03.336331700 -0700	/mnt/d/MyResearch/MAS_Safety_Project/research/map/proposals/COLLISION_AUDIT_V2_20260813.md	01_进组总计划_OE1_材料交付/进组交付材料/COLLISION_AUDIT_V2_20260813.md
进组相关存量材料	进组交付材料	2026-08-12 06:03:44.909023300 -0700	/mnt/d/MyResearch/MAS_Safety_Project/research/map/proposals/OE1_lu_email_v4.md	01_进组总计划_OE1_材料交付/进组交付材料/OE1_lu_email_v4.md
进组相关存量材料	进组交付材料	2026-08-12 06:01:32.630617600 -0700	/mnt/d/MyResearch/MAS_Safety_Project/research/map/proposals/T1_T4_propagation_containment.md	01_进组总计划_OE1_材料交付/进组交付材料/T1_T4_propagation_containment.md
